"","w_cultivar","ID","Year","REP","TRT","percent_necrosis","percent_pycnidia","disease_severity"
"1165","AUS4204","WAI2232",2018,1,20,8,0,1
"1166","AUS4204","WAI2232",2018,2,20,95,2,4.5
"1167","Bulgaria_88","WAI2232",2018,1,1,25,3,2.5
"1168","Bulgaria_88","WAI2232",2018,2,1,100,1,5
"1169","CPI133872","WAI2232",2018,1,5,5,0,1
"1170","CPI133872","WAI2232",2018,2,5,25,3,2.5
"1171","Currawong","WAI2232",2018,1,7,100,15,5
"1172","Currawong","WAI2232",2018,2,7,100,10,5
"1173","Hereward","WAI2232",2018,1,6,100,2,5
"1174","Hereward","WAI2232",2018,2,6,100,5,5
"1175","Israel_493","WAI2232",2018,1,3,85,5,4
"1176","Israel_493","WAI2232",2018,2,3,95,2,4.5
"1177","Kavkaz-K4500L.6.A.4","WAI2232",2018,1,12,8,0,1
"1178","Kavkaz-K4500L.6.A.4","WAI2232",2018,2,12,3,0,1
"1179","Lorikeet","WAI2232",2018,1,9,10,0,1
"1180","Lorikeet","WAI2232",2018,2,9,3,0,1
"1181","MI696","WAI2232",2018,1,13,8,0,1
"1182","MI696","WAI2232",2018,2,13,23,2,2.5
"1183","Milan","WAI2232",2018,1,14,45,3,3
"1184","Milan","WAI2232",2018,2,14,85,4,4
"1185","Millewa","WAI2232",2018,1,15,35,3,3
"1186","Millewa","WAI2232",2018,2,15,90,3,4.5
"1187","Summit","WAI2232",2018,1,16,85,5,4
"1188","Summit","WAI2232",2018,2,16,100,4,5
"1189","Tadorna","WAI2232",2018,1,4,85,5,4
"1190","Tadorna","WAI2232",2018,2,4,100,4,5
"1191","Thornbill","WAI2232",2018,1,18,53,2,3.5
"1192","Thornbill","WAI2232",2018,2,18,43,1,3
"1193","Vernopolis","WAI2232",2018,1,2,28,5,3
"1194","Vernopolis","WAI2232",2018,2,2,100,2,5
"1195","W7984","WAI2232",2018,1,8,3,0,1
"1196","W7984","WAI2232",2018,2,8,0,0,1
"1197","WW11288","WAI2232",2018,1,17,20,2,2
"1198","WW11288","WAI2232",2018,2,17,80,2,4
"1199","WW2449","WAI2232",2018,1,10,100,5,5
"1200","WW2449","WAI2232",2018,2,10,100,4,5
"1401","Arina","WAI3172",2018,1,11,0,0,1
"1402","Arina","WAI3172",2018,2,11,0,0,1
"1403","AUS4203","WAI3172",2018,1,19,23,2,2.5
"1404","AUS4203","WAI3172",2018,2,19,100,10,5
"1405","AUS4204","WAI3172",2018,1,20,23,2,2.5
"1406","AUS4204","WAI3172",2018,2,20,35,5,3
"1407","Bulgaria_88","WAI3172",2018,1,1,0,0,1
"1408","Bulgaria_88","WAI3172",2018,2,1,8,0,1
"1409","CPI133872","WAI3172",2018,1,5,12,1,1.5
"1410","CPI133872","WAI3172",2018,2,5,15,1,1.5
"1411","Currawong","WAI3172",2018,1,7,25,4,2.5
"1412","Currawong","WAI3172",2018,2,7,38,8,3
"1413","Hereward","WAI3172",2018,1,6,18,0,1.5
"1414","Hereward","WAI3172",2018,2,6,28,5,3
"1415","Israel_493","WAI3172",2018,1,3,43,10,3
"1416","Israel_493","WAI3172",2018,2,3,95,8,4.5
"1417","Kavkaz-K4500L.6.A.4","WAI3172",2018,1,12,3,0,1
"1418","Kavkaz-K4500L.6.A.4","WAI3172",2018,2,12,0,0,1
"1419","Lorikeet","WAI3172",2018,1,9,0,0,1
"1420","Lorikeet","WAI3172",2018,2,9,0,0,1
"1421","MI696","WAI3172",2018,1,13,0,0,1
"1422","MI696","WAI3172",2018,2,13,0,0,1
"1423","Milan","WAI3172",2018,1,14,35,5,3
"1424","Milan","WAI3172",2018,2,14,38,4,3
"1425","Millewa","WAI3172",2018,1,15,18,2,2
"1426","Millewa","WAI3172",2018,2,15,38,2,3
"1427","Summit","WAI3172",2018,1,16,45,15,3.5
"1428","Summit","WAI3172",2018,2,16,38,10,3
"1429","Tadorna","WAI3172",2018,1,4,8,0,1
"1430","Tadorna","WAI3172",2018,2,4,18,8,2
"1431","Thornbill","WAI3172",2018,1,18,43,18,3.5
"1432","Thornbill","WAI3172",2018,2,18,100,15,5
"1433","Vernopolis","WAI3172",2018,1,2,43,3,3
"1434","Vernopolis","WAI3172",2018,2,2,12,0,1.5
"1435","W7984","WAI3172",2018,1,8,0,0,1
"1436","W7984","WAI3172",2018,2,8,5,0,1
"1437","WW11288","WAI3172",2018,1,17,25,2,2.5
"1438","WW11288","WAI3172",2018,2,17,8,2,1.5
"1439","WW2449","WAI3172",2018,1,10,100,40,5
"1440","WW2449","WAI3172",2018,2,10,100,10,5
"1441","Arina","WAI3173",2018,1,11,2,0,1
"1442","Arina","WAI3173",2018,2,11,48,3,3
"1443","AUS4203","WAI3173",2018,1,19,43,3,3
"1444","AUS4203","WAI3173",2018,2,19,15,1,1.5
"1445","AUS4204","WAI3173",2018,1,20,0,0,1
"1446","AUS4204","WAI3173",2018,2,20,100,1,5
"1447","Bulgaria_88","WAI3173",2018,1,1,15,0,1.5
"1448","Bulgaria_88","WAI3173",2018,2,1,5,0,1
"1449","CPI133872","WAI3173",2018,1,5,0,0,1
"1450","CPI133872","WAI3173",2018,2,5,23,1,2.5
"1451","Currawong","WAI3173",2018,1,7,58,8,3.5
"1452","Currawong","WAI3173",2018,2,7,80,18,4.5
"1453","Hereward","WAI3173",2018,1,6,85,3,4
"1454","Hereward","WAI3173",2018,2,6,100,5,5
"1455","Israel_493","WAI3173",2018,1,3,28,1,2.5
"1456","Israel_493","WAI3173",2018,2,3,95,18,5
"1457","Kavkaz-K4500L.6.A.4","WAI3173",2018,1,12,2,0,1
"1458","Kavkaz-K4500L.6.A.4","WAI3173",2018,2,12,3,0,1
"1459","Lorikeet","WAI3173",2018,1,9,5,0,1
"1460","Lorikeet","WAI3173",2018,2,9,5,0,1
"1461","MI696","WAI3173",2018,1,13,3,0,1
"1462","MI696","WAI3173",2018,2,13,2,0,1
"1463","Milan","WAI3173",2018,1,14,55,3,3.5
"1464","Milan","WAI3173",2018,2,14,40,1,3
"1465","Millewa","WAI3173",2018,1,15,25,4,2.5
"1466","Millewa","WAI3173",2018,2,15,28,8,2.5
"1467","Summit","WAI3173",2018,1,16,85,4,4
"1468","Summit","WAI3173",2018,2,16,43,4,3
"1469","Tadorna","WAI3173",2018,1,4,8,10,1.5
"1470","Tadorna","WAI3173",2018,2,4,18,8,2.5
"1471","Thornbill","WAI3173",2018,1,18,100,5,5
"1472","Thornbill","WAI3173",2018,2,18,45,2,3
"1473","Vernopolis","WAI3173",2018,1,2,35,2,3
"1474","Vernopolis","WAI3173",2018,2,2,100,15,5
"1475","W7984","WAI3173",2018,1,8,0,0,1
"1476","W7984","WAI3173",2018,2,8,0,0,1
"1477","WW11288","WAI3173",2018,1,17,100,3,5
"1479","WW2449","WAI3173",2018,1,10,100,8,5
"1480","WW2449","WAI3173",2018,2,10,100,18,5
"1561","Arina","WAI1652",2018,1,11,12,2,1.5
"1562","Arina","WAI1652",2018,2,11,100,3,5
"1563","AUS4203","WAI1652",2018,1,19,85,3,4
"1564","AUS4203","WAI1652",2018,2,19,48,3,3.5
"1565","AUS4204","WAI1652",2018,1,20,100,1,5
"1566","AUS4204","WAI1652",2018,2,20,100,1,5
"1568","Bulgaria_88","WAI1652",2018,2,1,95,4,4.5
"1569","CPI133872","WAI1652",2018,1,5,0,0,1
"1570","CPI133872","WAI1652",2018,2,5,8,0,1
"1571","Currawong","WAI1652",2018,1,7,100,3,5
"1572","Currawong","WAI1652",2018,2,7,100,1,5
"1573","Hereward","WAI1652",2018,1,6,18,0,2
"1574","Hereward","WAI1652",2018,2,6,0,0,1
"1575","Israel_493","WAI1652",2018,1,3,58,2,3.5
"1576","Israel_493","WAI1652",2018,2,3,95,1,4.5
"1577","Kavkaz-K4500L.6.A.4","WAI1652",2018,1,12,8,0,1
"1578","Kavkaz-K4500L.6.A.4","WAI1652",2018,2,12,2,0,1
"1579","Lorikeet","WAI1652",2018,1,9,2,0,1
"1580","Lorikeet","WAI1652",2018,2,9,2,0,1
"1581","MI696","WAI1652",2018,1,13,8,1,1
"1582","MI696","WAI1652",2018,2,13,3,0,1
"1583","Milan","WAI1652",2018,1,14,28,2,3
"1584","Milan","WAI1652",2018,2,14,18,1,2
"1585","Millewa","WAI1652",2018,1,15,100,1,5
"1586","Millewa","WAI1652",2018,2,15,85,1,4
"1587","Summit","WAI1652",2018,1,16,100,8,5
"1588","Summit","WAI1652",2018,2,16,100,12,5
"1589","Tadorna","WAI1652",2018,1,4,100,4,5
"1591","Thornbill","WAI1652",2018,1,18,100,1,5
"1592","Thornbill","WAI1652",2018,2,18,100,1,5
"1593","Vernopolis","WAI1652",2018,1,2,100,5,5
"1594","Vernopolis","WAI1652",2018,2,2,100,7,5
"1595","W7984","WAI1652",2018,1,8,0,0,1
"1596","W7984","WAI1652",2018,2,8,5,0,1
"1597","WW11288","WAI1652",2018,1,17,53,1,3.5
"1598","WW11288","WAI1652",2018,2,17,15,1,1.5
"1599","WW2449","WAI1652",2018,1,10,100,1,5
"1600","WW2449","WAI1652",2018,2,10,100,4,5
"1601","Arina","WAI1657",2018,1,11,12,2,1.5
"1602","Arina","WAI1657",2018,2,11,100,1,5
"1603","AUS4203","WAI1657",2018,1,19,100,6,5
"1604","AUS4203","WAI1657",2018,2,19,100,4,5
"1605","AUS4204","WAI1657",2018,1,20,100,2,5
"1606","AUS4204","WAI1657",2018,2,20,100,1,5
"1607","Bulgaria_88","WAI1657",2018,1,1,75,12,4
"1608","Bulgaria_88","WAI1657",2018,2,1,85,3,4
"1609","CPI133872","WAI1657",2018,1,5,28,0,2.5
"1610","CPI133872","WAI1657",2018,2,5,23,0,2.5
"1611","Currawong","WAI1657",2018,1,7,100,2,5
"1612","Currawong","WAI1657",2018,2,7,48,3,3.5
"1613","Hereward","WAI1657",2018,1,6,25,4,2.5
"1614","Hereward","WAI1657",2018,2,6,100,1,5
"1615","Israel_493","WAI1657",2018,1,3,58,1,3.5
"1616","Israel_493","WAI1657",2018,2,3,68,1,3.5
"1617","Kavkaz-K4500L.6.A.4","WAI1657",2018,1,12,23,0,2
"1618","Kavkaz-K4500L.6.A.4","WAI1657",2018,2,12,0,0,1
"1619","Lorikeet","WAI1657",2018,1,9,3,0,1
"1620","Lorikeet","WAI1657",2018,2,9,3,0,1
"1621","MI696","WAI1657",2018,1,13,12,1,1.5
"1622","MI696","WAI1657",2018,2,13,2,0,1
"1623","Milan","WAI1657",2018,1,14,28,0,3
"1624","Milan","WAI1657",2018,2,14,18,0,1.5
"1625","Millewa","WAI1657",2018,1,15,85,1,4
"1627","Summit","WAI1657",2018,1,16,100,10,5
"1629","Tadorna","WAI1657",2018,1,4,10,0,1
"1631","Thornbill","WAI1657",2018,1,18,100,3,5
"1632","Thornbill","WAI1657",2018,2,18,100,4,5
"1633","Vernopolis","WAI1657",2018,1,2,95,7,4.5
"1634","Vernopolis","WAI1657",2018,2,2,95,5,4.5
"1635","W7984","WAI1657",2018,1,8,0,0,1
"1636","W7984","WAI1657",2018,2,8,0,0,1
"1637","WW11288","WAI1657",2018,1,17,35,1,3
"1638","WW11288","WAI1657",2018,2,17,75,0,3.5
"1639","WW2449","WAI1657",2018,1,10,100,5,5
"1640","WW2449","WAI1657",2018,2,10,100,1,5
"1641","Arina","WAI1658",2018,1,11,45,4,3.5
"1643","AUS4203","WAI1658",2018,1,19,100,2,5
"1644","AUS4203","WAI1658",2018,2,19,100,2,5
"1645","AUS4204","WAI1658",2018,1,20,100,1,5
"1646","AUS4204","WAI1658",2018,2,20,100,1,5
"1647","Bulgaria_88","WAI1658",2018,1,1,25,8,3
"1648","Bulgaria_88","WAI1658",2018,2,1,100,8,5
"1649","CPI133872","WAI1658",2018,1,5,23,0,2.5
"1650","CPI133872","WAI1658",2018,2,5,18,0,2
"1651","Currawong","WAI1658",2018,1,7,100,2,5
"1652","Currawong","WAI1658",2018,2,7,75,4,4
"1653","Hereward","WAI1658",2018,1,6,100,2,5
"1655","Israel_493","WAI1658",2018,1,3,18,1,1.5
"1656","Israel_493","WAI1658",2018,2,3,15,1,1.5
"1657","Kavkaz-K4500L.6.A.4","WAI1658",2018,1,12,58,1,3.5
"1659","Lorikeet","WAI1658",2018,1,9,3,0,1
"1660","Lorikeet","WAI1658",2018,2,9,0,0,1
"1661","MI696","WAI1658",2018,1,13,23,2,2.5
"1662","MI696","WAI1658",2018,2,13,0,0,1
"1663","Milan","WAI1658",2018,1,14,68,1,3.5
"1664","Milan","WAI1658",2018,2,14,85,1,4
"1665","Millewa","WAI1658",2018,1,15,100,1,5
"1666","Millewa","WAI1658",2018,2,15,100,1,5
"1667","Summit","WAI1658",2018,1,16,100,8,5
"1668","Summit","WAI1658",2018,2,16,100,4,5
"1669","Tadorna","WAI1658",2018,1,4,100,2,5
"1671","Thornbill","WAI1658",2018,1,18,100,4,5
"1672","Thornbill","WAI1658",2018,2,18,100,3,5
"1673","Vernopolis","WAI1658",2018,1,2,100,10,5
"1674","Vernopolis","WAI1658",2018,2,2,100,2,5
"1675","W7984","WAI1658",2018,1,8,0,0,1
"1676","W7984","WAI1658",2018,2,8,0,0,1
"1677","WW11288","WAI1658",2018,1,17,100,1,5
"1679","WW2449","WAI1658",2018,1,10,100,1,5
"1680","WW2449","WAI1658",2018,2,10,100,2,5
"1681","Arina","WAI1659",2018,1,11,38,2,3
"1683","AUS4203","WAI1659",2018,1,19,100,1,5
"1684","AUS4203","WAI1659",2018,2,19,100,6,5
"1685","AUS4204","WAI1659",2018,1,20,100,1,5
"1686","AUS4204","WAI1659",2018,2,20,100,1,5
"1687","Bulgaria_88","WAI1659",2018,1,1,85,1,4
"1688","Bulgaria_88","WAI1659",2018,2,1,100,1,5
"1689","CPI133872","WAI1659",2018,1,5,15,0,1.5
"1690","CPI133872","WAI1659",2018,2,5,8,0,1
"1691","Currawong","WAI1659",2018,1,7,100,1,5
"1693","Hereward","WAI1659",2018,1,6,100,3,5
"1694","Hereward","WAI1659",2018,2,6,100,2,5
"1695","Israel_493","WAI1659",2018,1,3,25,1,2.5
"1696","Israel_493","WAI1659",2018,2,3,68,1,3.5
"1697","Kavkaz-K4500L.6.A.4","WAI1659",2018,1,12,18,0,1.5
"1698","Kavkaz-K4500L.6.A.4","WAI1659",2018,2,12,75,1,3.5
"1699","Lorikeet","WAI1659",2018,1,9,3,0,1
"1700","Lorikeet","WAI1659",2018,2,9,2,0,1
"1701","MI696","WAI1659",2018,1,13,0,0,1
"1702","MI696","WAI1659",2018,2,13,0,0,1
"1703","Milan","WAI1659",2018,1,14,28,0,3
"1704","Milan","WAI1659",2018,2,14,3,0,1
"1705","Millewa","WAI1659",2018,1,15,100,1,5
"1707","Summit","WAI1659",2018,1,16,90,2,4.5
"1708","Summit","WAI1659",2018,2,16,100,2,5
"1709","Tadorna","WAI1659",2018,1,4,85,2,4
"1711","Thornbill","WAI1659",2018,1,18,85,1,4
"1712","Thornbill","WAI1659",2018,2,18,100,1,5
"1713","Vernopolis","WAI1659",2018,1,2,100,4,5
"1714","Vernopolis","WAI1659",2018,2,2,100,3,5
"1715","W7984","WAI1659",2018,1,8,2,0,1
"1716","W7984","WAI1659",2018,2,8,0,0,1
"1717","WW11288","WAI1659",2018,1,17,28,1,3
"1718","WW11288","WAI1659",2018,2,17,15,1,1.5
"1719","WW2449","WAI1659",2018,1,10,100,4,5
"1720","WW2449","WAI1659",2018,2,10,100,2,5
"1721","Arina","WAI1662",2018,1,11,43,4,3
"1722","Arina","WAI1662",2018,2,11,23,2,2.5
"1723","AUS4203","WAI1662",2018,1,19,100,2,5
"1724","AUS4203","WAI1662",2018,2,19,100,2,5
"1725","AUS4204","WAI1662",2018,1,20,100,2,5
"1726","AUS4204","WAI1662",2018,2,20,100,1,5
"1727","Bulgaria_88","WAI1662",2018,1,1,100,8,5
"1729","CPI133872","WAI1662",2018,1,5,15,0,1.5
"1730","CPI133872","WAI1662",2018,2,5,15,0,1.5
"1731","Currawong","WAI1662",2018,1,7,100,1,5
"1732","Currawong","WAI1662",2018,2,7,68,3,3.5
"1733","Hereward","WAI1662",2018,1,6,100,5,5
"1735","Israel_493","WAI1662",2018,1,3,48,2,3.5
"1737","Kavkaz-K4500L.6.A.4","WAI1662",2018,1,12,68,2,3.5
"1738","Kavkaz-K4500L.6.A.4","WAI1662",2018,2,12,45,0,3
"1739","Lorikeet","WAI1662",2018,1,9,12,0,1.5
"1740","Lorikeet","WAI1662",2018,2,9,0,0,1
"1741","MI696","WAI1662",2018,1,13,0,0,1
"1742","MI696","WAI1662",2018,2,13,2,0,1
"1743","Milan","WAI1662",2018,1,14,95,0,4.5
"1744","Milan","WAI1662",2018,2,14,65,3,3.5
"1745","Millewa","WAI1662",2018,1,15,75,1,3.5
"1747","Summit","WAI1662",2018,1,16,100,3,5
"1748","Summit","WAI1662",2018,2,16,100,12,5
"1749","Tadorna","WAI1662",2018,1,4,100,4,5
"1750","Tadorna","WAI1662",2018,2,4,100,2,5
"1751","Thornbill","WAI1662",2018,1,18,43,1,3
"1752","Thornbill","WAI1662",2018,2,18,10,0,1
"1753","Vernopolis","WAI1662",2018,1,2,75,6,3.5
"1754","Vernopolis","WAI1662",2018,2,2,100,6,5
"1755","W7984","WAI1662",2018,1,8,5,0,1
"1756","W7984","WAI1662",2018,2,8,3,0,1
"1757","WW11288","WAI1662",2018,1,17,100,2,5
"1758","WW11288","WAI1662",2018,2,17,100,1,5
"1759","WW2449","WAI1662",2018,1,10,100,8,5
"1760","WW2449","WAI1662",2018,2,10,100,8,5
"1761","Arina","WAI1667",2018,1,11,85,8,4
"1762","Arina","WAI1667",2018,2,11,12,1,1.5
"1763","AUS4203","WAI1667",2018,1,19,100,7,5
"1764","AUS4203","WAI1667",2018,2,19,100,7,5
"1765","AUS4204","WAI1667",2018,1,20,100,1,5
"1766","AUS4204","WAI1667",2018,2,20,85,2,4
"1767","Bulgaria_88","WAI1667",2018,1,1,100,2,5
"1769","CPI133872","WAI1667",2018,1,5,12,0,1
"1770","CPI133872","WAI1667",2018,2,5,5,0,1
"1771","Currawong","WAI1667",2018,1,7,100,3,5
"1772","Currawong","WAI1667",2018,2,7,100,2,5
"1773","Hereward","WAI1667",2018,1,6,100,4,5
"1775","Israel_493","WAI1667",2018,1,3,15,0,1.5
"1776","Israel_493","WAI1667",2018,2,3,3,0,1
"1777","Kavkaz-K4500L.6.A.4","WAI1667",2018,1,12,75,0,3.5
"1778","Kavkaz-K4500L.6.A.4","WAI1667",2018,2,12,23,1,2.5
"1779","Lorikeet","WAI1667",2018,1,9,3,0,1
"1780","Lorikeet","WAI1667",2018,2,9,2,0,1
"1781","MI696","WAI1667",2018,1,13,2,0,1
"1783","Milan","WAI1667",2018,1,14,100,1,5
"1785","Millewa","WAI1667",2018,1,15,100,1,5
"1787","Summit","WAI1667",2018,1,16,100,12,5
"1788","Summit","WAI1667",2018,2,16,100,10,5
"1789","Tadorna","WAI1667",2018,1,4,100,6,5
"1791","Thornbill","WAI1667",2018,1,18,65,1,3.5
"1792","Thornbill","WAI1667",2018,2,18,100,1,5
"1793","Vernopolis","WAI1667",2018,1,2,95,10,4.5
"1794","Vernopolis","WAI1667",2018,2,2,100,3,5
"1795","W7984","WAI1667",2018,1,8,0,0,1
"1796","W7984","WAI1667",2018,2,8,0,0,1
"1797","WW11288","WAI1667",2018,1,17,100,1,5
"1798","WW11288","WAI1667",2018,2,17,23,1,2.5
"1799","WW2449","WAI1667",2018,1,10,100,4,5
"1800","WW2449","WAI1667",2018,2,10,50,8,3.5
"1801","Arina","WAI1669",2018,1,11,0,0,1
"1802","Arina","WAI1669",2018,2,11,12,1,1.5
"1803","AUS4203","WAI1669",2018,1,19,100,1,5
"1804","AUS4203","WAI1669",2018,2,19,48,3,3.5
"1805","AUS4204","WAI1669",2018,1,20,100,2,5
"1806","AUS4204","WAI1669",2018,2,20,100,1,5
"1807","Bulgaria_88","WAI1669",2018,1,1,3,0,1
"1808","Bulgaria_88","WAI1669",2018,2,1,15,0,1.5
"1809","CPI133872","WAI1669",2018,1,5,12,0,1
"1810","CPI133872","WAI1669",2018,2,5,5,0,1
"1811","Currawong","WAI1669",2018,1,7,100,3,5
"1812","Currawong","WAI1669",2018,2,7,100,1,5
"1813","Hereward","WAI1669",2018,1,6,100,8,5
"1815","Israel_493","WAI1669",2018,1,3,5,0,1
"1816","Israel_493","WAI1669",2018,2,3,10,1,1.5
"1817","Kavkaz-K4500L.6.A.4","WAI1669",2018,1,12,12,0,1.5
"1818","Kavkaz-K4500L.6.A.4","WAI1669",2018,2,12,8,0,1
"1819","Lorikeet","WAI1669",2018,1,9,0,0,1
"1820","Lorikeet","WAI1669",2018,2,9,2,0,1
"1821","MI696","WAI1669",2018,1,13,18,1,2
"1822","MI696","WAI1669",2018,2,13,2,0,1
"1823","Milan","WAI1669",2018,1,14,85,1,4
"1824","Milan","WAI1669",2018,2,14,100,2,5
"1825","Millewa","WAI1669",2018,1,15,100,1,5
"1826","Millewa","WAI1669",2018,2,15,25,1,2.5
"1827","Summit","WAI1669",2018,1,16,100,6,5
"1829","Tadorna","WAI1669",2018,1,4,100,3,5
"1831","Thornbill","WAI1669",2018,1,18,100,1,5
"1833","Vernopolis","WAI1669",2018,1,2,28,2,3
"1834","Vernopolis","WAI1669",2018,2,2,18,3,2
"1835","W7984","WAI1669",2018,1,8,0,0,1
"1836","W7984","WAI1669",2018,2,8,2,0,1
"1837","WW11288","WAI1669",2018,1,17,43,0,3
"1838","WW11288","WAI1669",2018,2,17,58,1,3.5
"1839","WW2449","WAI1669",2018,1,10,100,2,5
"1840","WW2449","WAI1669",2018,2,10,100,1,5
"1841","Arina","WAI1691",2018,1,11,95,1,4.5
"1843","AUS4203","WAI1691",2018,1,19,100,5,5
"1844","AUS4203","WAI1691",2018,2,19,100,3,5
"1845","AUS4204","WAI1691",2018,1,20,100,1,5
"1846","AUS4204","WAI1691",2018,2,20,100,1,5
"1847","Bulgaria_88","WAI1691",2018,1,1,65,4,3.5
"1848","Bulgaria_88","WAI1691",2018,2,1,23,1,2
"1849","CPI133872","WAI1691",2018,1,5,28,0,2.5
"1850","CPI133872","WAI1691",2018,2,5,5,0,1
"1851","Currawong","WAI1691",2018,1,7,100,2,5
"1852","Currawong","WAI1691",2018,2,7,100,1,5
"1853","Hereward","WAI1691",2018,1,6,100,2,5
"1855","Israel_493","WAI1691",2018,1,3,23,1,2.5
"1856","Israel_493","WAI1691",2018,2,3,23,1,2.5
"1857","Kavkaz-K4500L.6.A.4","WAI1691",2018,1,12,15,0,1.5
"1858","Kavkaz-K4500L.6.A.4","WAI1691",2018,2,12,0,0,1
"1859","Lorikeet","WAI1691",2018,1,9,0,0,1
"1860","Lorikeet","WAI1691",2018,2,9,18,0,2
"1861","MI696","WAI1691",2018,1,13,10,0,1
"1862","MI696","WAI1691",2018,2,13,3,0,1
"1863","Milan","WAI1691",2018,1,14,85,1,4
"1865","Millewa","WAI1691",2018,1,15,100,2,5
"1866","Millewa","WAI1691",2018,2,15,18,1,2
"1867","Summit","WAI1691",2018,1,16,100,10,5
"1868","Summit","WAI1691",2018,2,16,100,8,5
"1869","Tadorna","WAI1691",2018,1,4,10,1,1
"1870","Tadorna","WAI1691",2018,2,4,3,0,1
"1871","Thornbill","WAI1691",2018,1,18,12,3,1.5
"1872","Thornbill","WAI1691",2018,2,18,100,1,5
"1873","Vernopolis","WAI1691",2018,1,2,95,5,4.5
"1874","Vernopolis","WAI1691",2018,2,2,100,2,5
"1875","W7984","WAI1691",2018,1,8,0,0,1
"1876","W7984","WAI1691",2018,2,8,0,0,1
"1877","WW11288","WAI1691",2018,1,17,100,1,5
"1879","WW2449","WAI1691",2018,1,10,100,3,5
"1880","WW2449","WAI1691",2018,2,10,100,3,5
"1881","Arina","WAI1696",2018,1,11,0,0,1
"1882","Arina","WAI1696",2018,2,11,2,0,1
"1883","AUS4203","WAI1696",2018,1,19,100,7,5
"1884","AUS4203","WAI1696",2018,2,19,100,3,5
"1885","AUS4204","WAI1696",2018,1,20,100,1,5
"1886","AUS4204","WAI1696",2018,2,20,100,1,5
"1887","Bulgaria_88","WAI1696",2018,1,1,5,1,1
"1888","Bulgaria_88","WAI1696",2018,2,1,0,0,1
"1889","CPI133872","WAI1696",2018,1,5,8,0,1
"1890","CPI133872","WAI1696",2018,2,5,8,0,1
"1891","Currawong","WAI1696",2018,1,7,100,2,5
"1893","Hereward","WAI1696",2018,1,6,25,6,2.5
"1894","Hereward","WAI1696",2018,2,6,2,0,1
"1895","Israel_493","WAI1696",2018,1,3,5,0,1
"1896","Israel_493","WAI1696",2018,2,3,5,1,1
"1897","Kavkaz-K4500L.6.A.4","WAI1696",2018,1,12,2,0,1
"1898","Kavkaz-K4500L.6.A.4","WAI1696",2018,2,12,0,0,1
"1899","Lorikeet","WAI1696",2018,1,9,2,0,1
"1900","Lorikeet","WAI1696",2018,2,9,15,0,1.5
"1901","MI696","WAI1696",2018,1,13,3,0,1
"1902","MI696","WAI1696",2018,2,13,0,0,1
"1903","Milan","WAI1696",2018,1,14,95,2,4.5
"1905","Millewa","WAI1696",2018,1,15,95,1,4.5
"1907","Summit","WAI1696",2018,1,16,12,1,1.5
"1908","Summit","WAI1696",2018,2,16,12,1,1
"1909","Tadorna","WAI1696",2018,1,4,100,2,5
"1911","Thornbill","WAI1696",2018,1,18,63,1,3.5
"1912","Thornbill","WAI1696",2018,2,18,12,0,1.5
"1913","Vernopolis","WAI1696",2018,1,2,8,0,1
"1914","Vernopolis","WAI1696",2018,2,2,5,0,1
"1915","W7984","WAI1696",2018,1,8,5,0,1
"1916","W7984","WAI1696",2018,2,8,0,0,1
"1917","WW11288","WAI1696",2018,1,17,80,1,4
"1919","WW2449","WAI1696",2018,1,10,100,6,5
"1920","WW2449","WAI1696",2018,2,10,100,2,5
"1921","Arina","WAI1698",2018,1,11,100,2,5
"1923","AUS4203","WAI1698",2018,1,19,100,2,5
"1924","AUS4203","WAI1698",2018,2,19,100,6,5
"1925","AUS4204","WAI1698",2018,1,20,100,1,5
"1926","AUS4204","WAI1698",2018,2,20,100,0,5
"1927","Bulgaria_88","WAI1698",2018,1,1,95,8,4.5
"1928","Bulgaria_88","WAI1698",2018,2,1,100,1,5
"1929","CPI133872","WAI1698",2018,1,5,12,0,1.5
"1930","CPI133872","WAI1698",2018,2,5,5,0,1
"1931","Currawong","WAI1698",2018,1,7,100,3,5
"1932","Currawong","WAI1698",2018,2,7,65,1,3.5
"1933","Hereward","WAI1698",2018,1,6,100,2,5
"1934","Hereward","WAI1698",2018,2,6,100,8,5
"1935","Israel_493","WAI1698",2018,1,3,22,2,2
"1936","Israel_493","WAI1698",2018,2,3,8,0,1
"1938","Kavkaz-K4500L.6.A.4","WAI1698",2018,2,12,2,0,1
"1939","Lorikeet","WAI1698",2018,1,9,2,0,1
"1940","Lorikeet","WAI1698",2018,2,9,5,0,1
"1941","MI696","WAI1698",2018,1,13,3,0,1
"1942","MI696","WAI1698",2018,2,13,3,0,1
"1943","Milan","WAI1698",2018,1,14,85,1,4
"1945","Millewa","WAI1698",2018,1,15,100,1,5
"1946","Millewa","WAI1698",2018,2,15,28,1,2.5
"1947","Summit","WAI1698",2018,1,16,100,2,5
"1948","Summit","WAI1698",2018,2,16,100,18,5
"1949","Tadorna","WAI1698",2018,1,4,100,2,5
"1951","Thornbill","WAI1698",2018,1,18,85,2,4
"1952","Thornbill","WAI1698",2018,2,18,45,1,3
"1953","Vernopolis","WAI1698",2018,1,2,100,3,5
"1954","Vernopolis","WAI1698",2018,2,2,100,3,5
"1955","W7984","WAI1698",2018,1,8,2,0,1
"1956","W7984","WAI1698",2018,2,8,0,0,1
"1957","WW11288","WAI1698",2018,1,17,100,1,5
